0.0001 atm,,0.001 atm,,0.01 atm,,0.1 atm,,1 atm,,10 atm,,100 atm,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
582.7395091053395,35.144385026737964,582.7395091053395,32.70588235294116,582.7395091053395,30.524064171122987,557.403008709457,28.085561497326196,582.7395091053395,25.90374331550801,582.7395091053395,23.85026737967914,557.403008709457,21.155080213903744
684.0855106888703,35.78609625668447,684.0855106888703,33.3475935828877,684.0855106888703,31.294117647058826,760.0950118765186,29.24064171122994,760.0950118765186,26.80213903743315,734.7585114806361,24.620320855614963,760.0950118765186,22.31016042780749
785.431512272401,36.427807486630996,810.7680126682835,33.98930481283422,886.7775138559318,32.19251336898394,912.1140142518152,30.139037433155067,962.7870150435801,27.82887700534758,937.4505146476977,25.518716577540104,1064.133016627111,23.46524064171122
912.1140142518152,36.94117647058822,937.4505146476977,34.63101604278074,1114.8060174188768,32.96256684491978,1165.4790182106417,30.909090909090907,1190.815518606525,28.598930481283418,1266.8250197941725,26.545454545454547,1368.1710213777033,24.620320855614963
1064.133016627111,37.582887700534755,1089.4695170229934,35.272727272727266,1342.8345209818208,33.86096256684492,1494.8535233571165,32.06417112299464,1520.1900237529999,29.62566844919786,1621.5360253365307,27.700534759358277,1722.8820269200605,25.647058823529406
1266.8250197941725,38.22459893048128,1292.161520190055,36.04278074866309,1570.8630245447648,34.63101604278074,1824.2280285035922,32.834224598930476,1950.9105304830064,30.780748663101605,2001.5835312747704,28.72727272727272,2178.9390340459495,26.67379679144385
1469.517022961234,38.7379679144385,1520.1900237529999,36.684491978609614,1824.2280285035922,35.272727272727266,2153.602533650067,33.6042780748663,2406.9675376088935,31.807486631016033,2457.6405384006584,29.754010695187162,2609.659540775955,27.44385026737966
1697.545526524178,39.37967914438502,1773.5550277118264,37.197860962566835,2128.2660332541836,36.17112299465239,2482.977038796542,34.63101604278074,2685.6690419636034,32.57754010695186,2939.03404592243,30.65240641711229,3091.0530482977265,28.3422459893048
1950.9105304830064,40.27807486631015,2001.5835312747704,37.96791443850266,2330.958036421246,36.812834224598916,2761.6785431512517,35.657754010695186,2989.7070467141957,33.3475935828877,3471.100554235967,31.807486631016033,3521.773555027732,29.24064171122994
2153.602533650067,41.30481283422459,2178.9390340459495,38.60962566844918,2533.6500395883068,37.71122994652406,3015.043547110078,36.684491978609614,3319.0815518606705,34.374331550802125,3977.830562153621,33.21925133689838,3952.4940617577386,30.010695187165766
2280.2850356294803,42.331550802139034,2330.958036421246,39.25133689839572,2660.332541567721,38.7379679144385,3192.399049881258,37.582887700534755,3597.7830562153804,35.529411764705884,4433.887569279509,34.374331550802125,4357.878068091862,30.909090909090907
2381.631037213012,43.48663101604278,2432.304038004776,40.021390374331546,2787.015043547135,39.636363636363626,3395.091053048319,38.60962566844918,3851.148060174207,36.55614973262031,4864.608076009515,35.40106951871657,4737.925574030102,31.679144385026717
