322900 ft,,294800 ft,,259700 ft,,230400 ft,,200100 ft,,173500 ft,,154800 ft,,120300 ft,,100000 ft,,82200 ft,,59800 ft,,35900 ft,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
39555.58813309009,21.393471462079756,43941.344149074794,20.81401485535575,38134.19772391626,17.969507427677875,36234.37364260273,16.56391712275215,45928.54660759274,16.677482408131354,,,,,,,,,,,,,,
40453.316393015375,21.655785770132923,44944.80822691339,21.024921813917125,38768.04252454174,18.04955043002346,36894.63339414473,16.644057857701334,,,,,,,,,,,,,,,,
41245.460863521854,21.865910867865523,45737.066718790724,21.157349491790466,39428.26426896013,18.155590304925727,37343.57353835462,16.72341673182174,,,,,,,,,,,,,,,,
42143.18912344714,22.12822517591869,45921.933368082704,21.18393275996873,40035.656111545475,18.2614347146208,37977.45634610373,16.777560594214236,,,,,,,,,,,,,,,,
43093.709278081835,22.41663408913214,,,40616.633003214316,18.36718139171228,38875.374641647126,16.910379202501957,,,,,,,,,,,,,,,,
43938.60763617409,22.67875293197811,,,41197.64790200678,18.44702892885067,39614.84123881505,17.016712275215014,,,,,,,,,,,,,,,,
44757.12905047346,22.9148749022674,,,41831.49270263226,18.52707193119625,40327.89288506646,17.122947615324478,,,,,,,,,,,,,,,,
45443.61371731388,23.124609069585617,,,42438.88454521762,18.632916340891327,41120.113369820174,17.281274433150905,,,,,,,,,,,,,,,,
45866.06289636,23.255668491008606,,,43178.313135261924,18.765148553557474,41938.786812614024,17.41379984362784,,,,,,,,,,,,,,,,
,,,,43812.11992876379,18.87109069585614,42863.00603770307,17.624413604378425,,,,,,,,,,,,,,,,
,,,,44630.7173573104,19.055414386239253,43760.848318999226,17.809030492572326,,,,,,,,,,,,,,,,
,,,,45343.76900356181,19.161649726348713,44605.82269133872,18.019351055512125,,,,,,,,,,,,,,,,
,,,,45951.198853270784,19.241594996090697,45292.34536530275,18.203186082877252,,,,,,,,,,,,,,,,
,,,,,,45926.07614455738,18.360926505082098,,,,,,,,,,,,,,,,
